,adviseInfo,clCodeNm,cntntsNo,distbNm,dlthtsCodeNm,dlthtsManageInfo,eclgyCodeNm,etcEraInfo,flclrCodeNm,flpodmtBigInfo,flpodmtMddlInfo,flpodmtSmallInfo,fmlCodeNm,fmlNm,fmldeSeasonCodeNm,fmldecolrCodeNm,fncltyInfo,frtlzrInfo,growthAraInfo,growthHgInfo,grwhTpCode,grwhTpCodeNm,grwhstleCodeNm,grwtveCode,grwtveCodeNm,hdCode,hdCodeNm,hgBigInfo,hgMddlInfo,hgSmallInfo,ignSeasonCodeNm,imageEvlLinkCours,indoorpsncpacompositionCodeNm,lefStleInfo,lefcolrCodeNm,lefmrkCodeNm,lighttdemanddoCodeNm,managedemanddoCode,managedemanddoCodeNm,managelevelCode,managelevelCodeNm,orgplceInfo,pcBigInfo,pcMddlInfo,pcSmallInfo,plntbneNm,plntzrNm,postngplaceCodeNm,prpgtEraInfo,prpgtmthCodeNm,smellCode,smellCodeNm,soilInfo,speclmanageInfo,toxctyInfo,volmeBigInfo,volmeMddlInfo,volmeSmallInfo,vrticlBigInfo,vrticlMddlInfo,vrticlSmallInfo,watercycleAutumnCode,watercycleAutumnCodeNm,watercycleSprngCode,watercycleSprngCodeNm,watercycleSummerCode,watercycleSummerCodeNm,watercycleWinterCode,watercycleWinterCodeNm,widthBigInfo,widthMddlInfo,widthSmallInfo,winterLwetTpCode,winterLwetTpCodeNm
30,,"잎&꽃보기식물,열매보기식물",13340,돈나무,"응애,깍지벌레",실내나 온실 도입 전에 병충해 검사 요함,일반형,,"노랑색,흰색",,,,돈나무과,063015,"가을,겨울","빨강색,오렌지색","돈나무란 Money tree와는 상관이 없고, 제주도에서 돈나무를 똥낭, 즉 똥나무라는 뜻으로 부르는데서 연유했다. 이는 열매가 겨우내 끈적한 점액질에 싸여 있어서 온갖 곤충과 벌레들이 모여들어 지저분하게 보이기 때문이다.
남쪽에서 주로 자라나며, 지역에 따라 이름이 여러 가지로 불린다.
높이가 최대 2~3m 까지 자라며, 잎의 길이는 4~10cm, 너비는 2~3cm
잎 가장자리에는 톱니가 없고 뒤로 말려 있으며, 꽃의 지름은 1cm안팎이다.
꽃이 지고 열매를 맺는데 길이가 1.5cm쯤 되고, 열매는 둥글거나 넓은 타원형이고 길이가 1.2cm 이며, 익으면 두 갈래로 붉은 씨가 나타난다. 생육온도는 16~10℃ 정도, 습도는 40~70% 정도 이다.
염분 저항성이 있어 해안지방의 방풍림으로 좋으며 목재는 어구 재료로사용하고 잎은 가축의 먹이로 이용가능하다. 
枝葉(지엽) 및 皮(피)를 七里香(칠리향)이라 하며 약용한다.
돈나무는 혈압을 낮추며 습진과 혈액순환에 약제로 쓰이기도 한다.",보통 요구함 (수용성비료를 봄과 여름에 격주로 줌),50,100,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,봄,,중층목,"둥근형, 광택있음","녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"아시아, 아메리카",,,,Pittosporum tobira,"bottle ponytail, japanese laurel, japanese pittosporum","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",여름,"파종,삽목",079001,강함,화분용 영양토,,애완동물에게 해로울 수 있음,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057001,0℃ 이하
31,"꽃말 '자랑, 겸손한 아름다움 ' (컨테이너, 경계식재, 울타리식재, 기본식재)",잎&꽃보기식물,14663,동백,"응애,깍지벌레",거미진드기 (실내나 온실 도입 전에 병충해 검사 요함.),일반형,내한성,"분홍색,빨강색,흰색,혼합색",,,,차나무과,063052,,,"동백은 상록 활엽소 교목으로 남부지방, 제주도에 자생한다
꽃은 12~4월에 피어서 결실기는 가을이다.
잎은 타원형이고 길이 5~12cm. 폭 3~7cm이며, 엽병은 길이 2~15mm로
털이 없다. 
꽃의 열매는 지름 3~5mm로 붉은색이 돌며 9월에 성숙한다. (“산다화“라
하며 약용으로 이용한다.)
동백나무는 꽃봉오리의 채취시기는 춘추부터 곡우(4월) 사이에 채취한다.","많이 요구함 (유기물이 풍부, 성장기간동안 산성비료 2주에 1번)",100,200,082002,16~20℃,관목형,090003,느림,083002,40 ~ 70%,,,,"봄,겨울",,"상층목,중층목",타원형 / 광택,"녹색, 연두색",기타 (무늬없음 등),"높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"한국 남해안, 일본, 중국",,,,Camellia japonica,common camellia,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",늦여름,"파종,삽목,접목",079002,중간,"양토(산성, 중성), 점토, 모래, 건조토양","- 겨울철 바람으로 인한 탈수피해가 있을 수 있어 노출을 주의함 

- 지나친 가지치기를 피함",없음,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057001,0℃ 이하
32,,잎보기식물,14674,둥근잎 아랄리아,"응애,깍지벌레",,일반형,,,,,,두릅나무과,063017,,,"가장자리에 무늬가 있는 잎도, 무늬가 없는 잎도 다 같이 단정하고 매력적이어서 동양적인 이미지의 나무이다. 키가 큰 나무는 고가이므로 작은 크기의 나무를 사서 잘 관리한다. 키우기가 쉽지 않은 품종이다. 특히 환경이 맞지 않으면 잎이 쉽게 떨어지므로 직사광선이 아닌 밝은 빛에 식물을 두고 겨울에는 건조하거나 춥지 않게 관리해야 한다. 가장 중요한 문제는 습도조절이다. 자주 잎에 분무해 주면 공중습도 유지에 좋다.   삽목시에는 발근 촉진제를 사용하는 편이 성공할 확률이 높다.",비료를 보통 요구함,60,150,082003,21~25℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",둥근형,"녹색, 연두색,빨강, 분홍, 자주색,기타","잎 가장자리 무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"뉴칼레도니아, 폴리네시아",,,,Polyscias balfouriana,"false aralia, finger aralia, thread leaf false aralia","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,,"- 성장기인 5~9월엔 분흙의 상태를 보아 1주일을 기준으로 물관리함

  흙이 마르지 않게 조절하되 과습하지 않도록 주의



- 과습은 잎이 노랗게 마르면서 낙엽이 지거나 줄기가 썩는 원인 



- 온도가 낮아지면 낙엽 지고, 봄이 되어야 잎이 나옴",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
33,,잎&꽃보기식물,14675,"듀란타, 초코향","진딧물,응애,깍지벌레,온실가루이",,일반형,,"보라색,기타",,,,마편초과,063020,,,,비료를 보통 요구함,100,100,082003,21~25℃,관목형,,,083002,40 ~ 70%,,,,"봄,여름",,"상층목,중층목",,"녹색, 연두색,금색, 노란색",기타 (무늬없음 등),"높은 광도(1,500~10,000 Lux)",058003,필요함,,,브라질,,,,Duranta reptans,"Golden - dewdrop, Pigeon berry, Skyflower, Brazilian skyflower","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079001,강함,화분용 영양토,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
34,,잎보기식물,14676,드라세나 '송오브자마이카',"응애,깍지벌레","불소 화합물 독성 때문에 잎끝이 갈변되고 살충제로 인해 잎가장자리가 타기도 함. 응애, 깍지벌레 등, 과습이 심할 경우 부패, 시들, 잎반점 등 나타남.","일반형,수경형",,,,,,백합과,063033,,,"높이는 2-3m, 직립으로 자라며 잎은 길고 피침형으로 길이는 10-22cm, 폭 1.5-2cm의 황색바탕에 녹색의 외곽무늬가 들어 있으며 내음성이 강하다. 실내의 가장 밝은 장소에서 잘 자라는 편이며, 너무 어두운 그늘에 두고 키우면 광량 부족과 화분 흙이 과습한 경우 줄기가 가늘게 웃자라는 것은 물론 잎들이 떨어지며 줄기와 뿌리가 썩는 경우가 있다. 줄기를 잘라 삽목 하거나 어린 개체를 나누거나, 취목으로도 번식 할 수 있다. 잎끝 색이 바뀌거나 말라 들어가는 경우가 있으므로 2년에 한번 정도 청결한 흙으로 분갈이하는 것이 좋다. 줄기와 잎이 부드러운 느낌을 주어 실내 분화로 인기가 많다.",비료를 보통 요구함,50,150,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,중층목,좁은 칼 모양 잎,"녹색, 연두색",줄무늬,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Dracaena reflexa 'Song of Jamaica',song of jamaica,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,기타",079003,약함,물빠짐이 좋으면서 보수력을 지닌 토양,"-물주기: 겨울철에는 차가운물을 사용하면 잎이 황변할 수 있으므로 하루쯤 받아둔 물을 사용



-난방으로 실내가 건조할 경우 분무로 습도 높어줌 / 흙의 상태,관리환경에 따라 분흙이 마르는 듯하면 충분이 줌.



(물이 부족하면 잎무늬에 기미가 끼게 되고 건조하면 응애가 발생함) 







-병충해: 불소 화합물 독성 때문에 잎끝이 갈변되고 살충제로 인해 잎가장자리가 타기도 함. 응애, 깍지벌레 등, 과습이 심할 경우 부패, 시들, 잎반점 등 나타남.",없음,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
35,,잎보기식물,14687,드라세나 '와네끼',"응애,깍지벌레",가정과 온실 도입시 유의 제거,"일반형,수경형","공기정화능력(포름알데히드, 벤젠, 톨루엔 등 제거)",,,,,백합과,063033,,,"드라세나 와네키는 생육속도가 느린 편 이지만 누구나 쉽게 키울 수 있는 공기정화 식물이다. 가정에서 키우면 키가 보통 1m 안팎으로 자라지만 환경이 좋은 곳에서는 3m까지도 자란다. (잎의 길이: 20~50cm 폭 2~5cm정도 된다.) 물은 보통이며 약간 건조한 환경에서도 스프레이로 분무하면 잘 자란다. (물을 과하게 줄 경우 잎 끝이 갈색으로 변하기도 하고 물이 너무 부족하면 병약한 잎이 나오기도 한다.)
분갈이 시 화원에서 판매하는 배수성이 좋은 화분용 배합토에 모래나 마사토를 20~30% 섞어서 하면 된다. 반그늘을 좋아하며 여름철에는 다습한 환경을 좋아한다. (주기적으로 화분 위치를 바꿔 골고루 햇빛을 받을 수 있도록 한다.)
벤젠 제거에 효과적인 에코플랜트이다.",비료를 보통 요구함. (수용성비료 2주에 한번 줌),70,150,082002,16~20℃,"직립형,관목형",090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",긴 칼 모양 잎,"녹색, 연두색,금색, 노란색,흰색, 크림색",줄무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Dracaena deremensis 'Warneckii',striped dracaena,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",여름,삽목,079003,약함,화분용 영양토,"-물주기: 균일하게 촉촉함 유지, 빗물사용시 산성화 주의, 따뜻한물 사용",애완동물에게 해로울 수 있음.,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
36,,잎보기식물,14694,"송오브인디아, 송오브인디, (추천 유통명: 송오브인디아 드라세나)","응애,깍지벌레",가정과 온실 도입시 유의 제거,"일반형,수경형",,흰색,,,,백합과,063033,,,"고급스러운 이미지에 맞게 꽃말은 번영과 영광, 다양한 크기와 무늬를 가진 품종이다. 어두운 그늘에서 잘 적응하는 반음지 식물, 직사광선은 피하고 추위에 약해 겨울에 따뜻하게 관리해야 한다. 잎과 가지를 가지치기해서 정리해 주어야 새로운 가지가 잘 나온다. 영양공급을 뒷받침에 주어야 약하게 자라지 않고 3~4개 이상의 굵고 튼튼한 여러 개의 가지로 자라나게 할 수 있다.
노란색 바탕의 잎에 짙은 녹색 무늬를 가진 소형종이며, 낮은 광도 등의 환경이 비교적 좋지 않는 곳에서도 잘 자라므로 실내조경에 자주 사용될 뿐 아니라 일반 가정에서도 매우 인기가 있어서 선물용으로 많이 이용되고 있다.",비료를 보통 요구함(봄~가을 완효성비료를 규칙적으로 주고 겨울에 중단),50,150,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,중층목,좁은 칼 모양,"녹색, 연두색,금색, 노란색",줄무늬,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Dracaena reflexa 'Song of India',song of India,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,기타",079003,약함,물빠짐이 좋고 다소 보수력이 있는 토양,"- 물주기: 흙의 상태,관리환경에 따라 분흙이 마르는 듯하면 충분이 줌.(물이 부족하면 잎무늬에 기미가 끼게 되고 건조하면 응애가 발생함)



- 불소 화합물 독성 때문에 잎끝이 갈변되고 살충제로 인해 잎가장자리가 타기도 함. 



- 과습이 심할 경우 부패, 시들음, 잎반점 등 나타남.",없음,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
37,,잎보기식물,14696,드라세나 '자바',"응애,깍지벌레",,일반형,,,,,,백합과,063033,,,"반음지성 식물이라서 통풍이 좋은 밝은 그늘에 두어야 하고 직사광선은 좋아하지 않습니다. 잎에 무늬가 없으며 공기정화식물이다. 공기정화식물은 증산작용이 활발한 식물로 주변의 공기와 수분이 식물 내로 흡수됨으로, 그 안에 포함된 유해 물질들이 뿌리 주변의 토양 속 미생물에 의해 분배된다. 또한, 증산작용도 활발해 증산에 의해 주변토양의 수분이 급속하게 식물체 내로 이동하고 뿌리 부근의 공기가 땅속으로 빨려 들어가면서 주변 공기의 이동이 일어납니다.
환경이 비교적 좋지 않은 장소에서도 잘 자라기 때문에 크게 자라면, 가늘지만 튼튼한 목대위에 푸른 잎이 풍성하게 자라서 멋진 수형을 감상할 수 있다.",비료를 보통 요구함,100,150,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",좁고 가늘고 긴 잎,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,아프리카,,,,Dracaena angustifolia 'Java',Dracaena angustifolia 'Java',"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
38,,잎보기식물,14697,콤팩타 (추천유통명: 드라세나 '콤팩타'),"응애,깍지벌레","거미진드기, 분질벌레, 삽주벌레(가정과 온실 도입시 유의 제거)",일반형,,,,,,백합과,063033,,,"집안에서 키우기 아주 좋은 식물이며, 여름철에는 직사광선을 반드시 피해야 하고, 전체적으로 옥수수자루 같은 넓은 잎들이 방사형으로 무성하게 달리고 기왓장을 쌓듯 층층으로 성장한다. 
수분은 약간 축축해도 상관없지만 과습할 경우 잎이 가늘고 거칠어진다. 잎은 짙은 암녹색이고 광택이 나며 줄기에서 나선형으로 촘촘하게 돌려 나온다.
밭흙, 부엽, 모래를 3:5:2의 비율로 혼합하고, 4~9월에 월 1회 복합비료를 준다. 고온다습한 장마철 겨울은 물주기를 줄인다. 건조한 것을 싫어하는 식물이기 때문에 겨울에 건조해지면 분무기로 한 번씩 뿌려 주는 것이 좋다. 공기정화능력으로 뛰어나다.(포름알데히드, 벤젠, 톨루엔 등 제거)",비료를 보통 요구함 (수용성비료 2주에 한번 줌),50,100,082002,16~20℃,"직립형,관목형",090002,보통,083002,40 ~ 70%,,,,,,중층목,,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Dracaena deremensis 'Virens Compacta',"calypso queen, dwarf bouquet, dracaena compacta","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","봄, 여름",삽목,079003,약함,화분용영양토,,애완동물에게 해로울 수 있음,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
39,,잎보기식물,14698,드라세나 '트리컬러 레인보우',"응애,깍지벌레",,"일반형,수경형",,,,,,백합과,063033,,,"줄기는 가늘고 키는 3~4m 정도까지 자라며 잎의 폭은 1~2cm, 길이 30~60cm이며 장검과 같이 자라고 잎 가장자리는 적색, 안쪽은 유백색이다. 잎 전체가 붉은빛을 띠고 있는 고온다습을 좋아한다.
 내음성도 강해서 오랫동안 실내에서 잘 견디며 실내 어느 곳에 놓아도 잘 조화를 이룬다.",비료를 보통 요구함,70,150,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,중층목,가늘고 긴 칼모양 잎,"녹색, 연두색,빨강, 분홍, 자주색,여러색 혼합",줄무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Dracaena concinna 'Tricolor Rainbow',dracaena rainbow,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,없음,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
40,,잎보기식물,14688,드라코 (추천 유통명 : 드라세나 드라코),"응애,깍지벌레",가정과 온실 도입시 유의 제거,일반형,"공기정화능력(포름알데히드, 벤젠, 톨루엔 등 제거)",,,,,백합과,063033,,,드라세나 드라코는 자연서식지에서는 거목이나 실내에서는 겨우 1m까지만 자란다. 빛이 충분하면 잎 가장자리에 약간 붉은색을 띄운다. 오래된 잎은 아래쪽으로 아치형을 그린다. 줄기나 잎을 자르면 그 단면에 붉은 액체가 흐른다고 해서 ‘용혈수’(龍血樹)라 불린다. 산소와 음이온을 많이 내뿜어 공기정화 효과가 뛰어나다. 이국적인 느낌의 관상가치가 높은 실내식물이다.,비료를 보통 요구함 (수용성비료 2주에 한번 줌),50,150,082003,21~25℃,관목형,090003,느림,083002,40 ~ 70%,,,,,,"상층목,중층목",두꺼운 긴타원형,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,아프리카,,,,Dracaena draco,dragon tree,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","봄, 여름","삽목,기타",079003,약함,"가볍고, 건조잘되는것, 양질토, 모래, 산도(알칼리, 중성), 일반화분용토양(토양자체가 단단하면 모래 또는 펄라이트, 피트모스를 추가하여 흙을 만듬)",-물주기: 온수사용,애완동물에게 해로울 수 있음,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
41,"컨테이너, 경계식재, 기본식재",잎보기식물,14689,드라세나 마지나타,"응애,깍지벌레",가정과 온실 도입시 유의 제거,"일반형,수경형",반내한성 / 공기정화능력,,,,,백합과,063033,,노랑색,"우리나라에는 1960년대부터 들어와서 실내식물로 많이 알려졌다.
드라세나 마지나타는 잎 모양이 창처럼 가느다랗고 잎 길이는 60cm 내외이다. 또한, 야자수 잎처럼 뭉쳐나는 아름다운 잎들은 미술관, 관공서, 호텔, 쇼핑몰, 고급 레스토랑의 입구에서 우아한 자태를 뽐내곤 한다.
뿌리가 화분구멍으로 나오는 경우 흙이 굳어져서 물 흡수가 제대로 되지 않는 경우나, 뿌리가 썩어 식물 아랫부분 잎이 시드는 경우, 분갈이를 해주는 것이 좋다. 봄 4~6월, 겨울은 9~10월 사이에 하는 것이 좋다.
드라세나 마지나타는 자일렌과 트리클로로에틸렌 등 실내 독성물질 제거 능력이 우수해 공기청정기 역할을 톡톡히 해내므로 실내공기 정화에 좋다.",비료를 보통 요구함(봄~가을 완효성비료를 규칙적으로 줌),50,150,082002,16~20℃,관목형,090003,느림,083002,40 ~ 70%,,,,,,"상층목,중층목",폭이 좁고 가는잎,"녹색, 연두색,흰색, 크림색,빨강, 분홍, 자주색",줄무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Dracaena marginata,"Madagascar dragon tree, red edged Dracaena","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,기타",079003,약함,"건조하고 가벼운 토양 / 산성, 알카리",- 물주기: 찬물 사용 주의,없음,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057004,10℃
42,,잎보기식물,14690,"맛상게아, 맛상케이아, (추천 유통명: 맛상게아나 드라세나)","응애,깍지벌레",가정과 온실 도입시 유의 제거,"일반형,수경형",,,,,,백합과,063033,,,"열대 원산종의 원예 변종으로 대형종이다.
잎은 길이가 약 50~90cm, 폭은 5cm 내외이다. 잎의 폭은 넓고 끝이 뾰족하며 늘어지는데 마치 옥수수 잎을 연상시킨다. 
실내에서는 3m까지 생장하는데, 줄기 윗부분을 20cm 정도 잘라주면 새로운 싹이 나와 자라고, 원기회복에 큰 도움이 된다.
사무실이나 실내 장식이 많은 매장, 거실에 두면 보기에도 좋고 실내의 답답함을 없애, 공간을 시원하게 연출할 수 있다.
반그늘에서 잘 자라고 추위에도 강하다.",비료를 보통 요구함(수용성비료 2주에 한번 줌),50,150,082002,16~20℃,"직립형,관목형",090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",칼모양 잎,"녹색, 연두색,기타",줄무늬,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,아프리카,,,,Dracaena fragrans var. massangeana,corn plant,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,기타",079003,약함,화분용영양토,-비료: 오래된 나무인 경우는 봄과 여름동안 비료 시비량을 증가한다.,애완동물에게 해로울 수 있음,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
43,,잎보기식물,14691,드라세나 산데리아나,"응애,깍지벌레,총채벌레",가정과 온실 도입시 유의 제거,"일반형,수경형","공기정화능력(포름알데히드, 벤젠, 톨루엔 등 제거)",,,,,백합과,063033,,,,비료를 보통 요구함(봄~가을 완효성비료를 규칙적으로 줌),50,100,082003,21~25℃,"직립형,관목형",090003,느림,083002,40 ~ 70%,,,,,,"중층목,하층목",칼처럼 생긴잎 / 광택,"녹색, 연두색,흰색, 크림색",줄무늬,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,서아프리카의 카메룬,,,,Dracaena sanderiana,"ribbon plant, belgian evergreen, lucky bamboo","실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",여름,삽목,079003,약함,"물빠짐이 좋은토양, 양질토, 모래, 중성(산도)","-물주기: 겨울철에 찬수돗물은 잎을 노랗게 변하므로 하루쯤 받아 둔 물을 줌.

-기타 : 실내 건조시 잎에 분무해주면 잎도 싱싱해지고 병충해 피해도 줄일 수 있음.",애완동물에 독성,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
44,,잎보기식물,14692,(추천 유통명: 세레스 드라세나),"응애,깍지벌레",,"일반형,수경형",,,,,,백합과,063033,,,,비료를 보통 요구함,30,50,082002,16~20℃,"직립형,관목형",090002,보통,083002,40 ~ 70%,,,,,,중층목,폭이 좁고 가는 잎,"녹색, 연두색",줄무늬,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,아프리카,,,,Dracaena sanderiana 'Celes',Dracaena sanderiana Celes,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",,삽목,079003,약함,건조한 토양,,,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
